id,status_update,created_by,created_time,media_url,posted_ip,privacy_settings,post_status
444,"The creator of a bedding line designed to look like cardboard boxes, or, more precisely, the bedding of a homeless person sleeping on the street, is defending itself.",650,2021-05-11T22:18:47Z,http://dummyimage.com/1632x432.png/dddddd/000000,221.73.194.207,me,deleted
445,"Amid spring-loaded babies and Ferris Bueller flashbacks, there was one Super Bowl ad that had few people laughing. While it ran only in Michigan, U.S. Senate candidate Pete Hoekstra’s campaign ad featuring an Asian woman speaking broken English is being criticized around the country.",90,2021-07-31T21:10:14Z,http://dummyimage.com/413x521.png/5fa2dd/ffffff,137.193.223.148,anyone,active
446,"Second only to M.I.A. and her middle finger, the other Super Bowl halftime performer who caused America’s collective jaw to drop was this guy - a toga-clad tightrope dancer who defied the laws of gravity and wedgies while bouncing to Madonna’s “Music.”",233,2021-04-17T21:13:29Z,http://dummyimage.com/477x683.png/ff4444/ffffff,177.104.135.154,anyone,active
447,ABC News has exclusively obtained Powell's final words to his loved ones.,53,2021-01-26T08:04:02Z,http://dummyimage.com/746x173.png/ff4444/ffffff,8.148.24.150,anyone,draft
448,Sea floor image in Google Earth before (left) and after update.,787,2020-11-17T20:01:35Z,http://dummyimage.com/1127x665.png/dddddd/000000,61.130.253.79,anyone,draft
449,Watch live news stream from ABC News.,651,2020-10-24T06:38:01Z,http://dummyimage.com/358x1608.png/5fa2dd/ffffff,50.158.159.30,anyone,deleted
450,A top official at the Susan G. Komen for the Cure breast cancer foundation resigned today following the charity’s decision to reverse its policy barring funding for Planned Parenthood.,193,2020-12-21T01:03:01Z,http://dummyimage.com/1252x1633.png/dddddd/000000,125.177.85.92,friends,active
451,Appeals court says California's voter-approved ban on same-sex marriages is unconstitutional,114,2021-04-28T15:50:39Z,http://dummyimage.com/1975x1517.png/ff4444/ffffff,49.45.46.118,me,active
452,"Job openings jump in December to nearly match 3-year high; hiring, quits decline",180,2021-05-25T10:38:06Z,http://dummyimage.com/431x1595.png/5fa2dd/ffffff,87.11.106.14,friends,active
453,"SpermCheck Fertility, a male fertility test, is set to hit drugstores in April.",375,2020-11-14T10:29:25Z,http://dummyimage.com/292x716.png/ff4444/ffffff,175.161.104.124,anyone,draft
454,"Bunch of school kid punks,' say current and former marshals of senior managers.",197,2020-11-16T07:29:29Z,http://dummyimage.com/418x1961.png/cc0000/ffffff,13.225.58.180,anyone,active
455,Prosecutor: Case against Greg Kelly did not meet standard of prosecution.,184,2021-02-12T14:14:45Z,http://dummyimage.com/196x1031.png/5fa2dd/ffffff,127.160.142.236,friends,draft
456,Voters in three states make their picks for the GOP nomination.,661,2020-10-05T00:50:18Z,http://dummyimage.com/634x1980.png/cc0000/ffffff,55.86.227.11,anyone,draft
457,"CPS worker told cops she thought Powell intentionally blew up house, kids.",586,2021-05-15T01:48:47Z,http://dummyimage.com/1079x797.png/ff4444/ffffff,216.231.216.108,me,active
458,Voters in three states make their picks for the GOP nomination.,420,2021-08-26T06:34:33Z,http://dummyimage.com/1878x1639.png/ff4444/ffffff,66.163.126.81,friends,deleted
459,One Victoria’s Secret angel might be turning her back on lingerie modeling but she’s not giving up her wings.,717,2020-09-15T09:14:00Z,http://dummyimage.com/1114x1712.png/dddddd/000000,202.89.28.79,anyone,active
460,Breastfeeding moms feel photos are treated like pornography on Facebook.,705,2021-07-13T00:52:40Z,http://dummyimage.com/1829x1640.png/ff4444/ffffff,98.50.177.176,me,draft
461,"Amateur videos of fights, sex and rap fuel this popular website.",175,2021-03-13T11:47:12Z,http://dummyimage.com/1239x181.png/cc0000/ffffff,123.73.205.235,friends,draft
462,"Scientists: The more we believe we're right, the more we accept corrections.",36,2021-07-08T14:31:11Z,http://dummyimage.com/741x348.png/dddddd/000000,212.195.255.146,me,deleted
463,Noah Lamaide raised money to save his grandmother's home.,5,2021-07-06T02:51:09Z,http://dummyimage.com/587x955.png/dddddd/000000,3.244.184.146,me,active
464,Deborah Feldman writes about leaving the orthodox world of Satmar Jews.,781,2021-08-21T00:38:25Z,http://dummyimage.com/715x1605.png/ff4444/ffffff,122.89.45.183,anyone,draft
465,TSA expands Pre-Check prorgram to 35 of nation's busiest airports.,680,2020-12-30T11:14:50Z,http://dummyimage.com/1510x249.png/5fa2dd/ffffff,161.193.144.195,me,active
466,"Cops try to ID 25 more students who are blindfolded, with cockroaches.",187,2021-05-08T19:33:40Z,http://dummyimage.com/652x1573.png/dddddd/000000,153.7.207.49,friends,draft
467,The teenager was sentenced for killing her 9-year-old neighbor.,308,2021-08-12T01:53:13Z,http://dummyimage.com/1186x735.png/dddddd/000000,205.142.67.254,anyone,deleted
468,An interesting sign of the times … The lesbian couple whose legal struggle helped pave the way for gay marriage in California is getting divorced. Robin Tyler and Diane Olson were the original plaintiffs in the California Supreme Court case (argued by attorney Gloria Allred) that opened the doors to...,950,2020-09-04T22:29:31Z,http://dummyimage.com/395x951.png/ff4444/ffffff,117.222.124.24,me,draft
469,"By Dr. RACHEL MAY ADAMS What if fast food chains offered consumers the option of “downsizing” a meal instead of “supersizing” it? Would people actually opt to “downsize,” or get less food, for the same amount of money? And, if people accepted the “downsize” option, would they actually consume fewer...",48,2021-08-03T17:04:47Z,http://dummyimage.com/295x1654.png/5fa2dd/ffffff,16.206.227.108,friends,draft
470,"Image credit: Google A vacant lot in Los Angeles is about to become a $400 million money pit, one lawmaker says, and this is just the tip of the iceberg. “I think we should save $400 million and then actually sell the property,” Rep. Jeff Denham, R.-Calif., told ABC News. “Both parties need to com...",130,2021-07-30T16:30:06Z,http://dummyimage.com/1268x926.png/ff4444/ffffff,49.201.156.102,friends,active
471,Underwater and foreclosed homeowners will get relief under the deal.,740,2021-08-14T16:05:59Z,http://dummyimage.com/1013x1360.png/5fa2dd/ffffff,189.70.160.25,anyone,draft
472,"A 7-year-old Georgia girl managed to scream and kick her way out of a kidnapping attempt in an Atlanta area Wal-Mart by a man out on parole for voluntary manslaughter, authorities said.",387,2021-02-07T20:29:23Z,http://dummyimage.com/420x1567.png/5fa2dd/ffffff,160.13.190.97,friends,draft
473,"With a 10 percent approval rating, few things are less popular than Congress",994,2021-01-17T09:13:04Z,http://dummyimage.com/998x423.png/ff4444/ffffff,158.148.129.94,me,active
474,A fall at supersonic speed from the edge of space.,330,2021-03-23T06:15:18Z,http://dummyimage.com/1403x1534.png/dddddd/000000,127.67.10.98,friends,draft
475,"Photos From The Big Freeze Around Europe, Asia and Africa",381,2020-11-23T04:36:38Z,http://dummyimage.com/958x1272.png/dddddd/000000,193.235.194.180,friends,deleted
476,The piece of the $25 billion pie varies by state.,420,2020-10-13T03:12:54Z,http://dummyimage.com/281x1928.png/cc0000/ffffff,69.61.27.32,friends,active
477,Cancer drug bexarotene quickly fought Alzheimer's in the brains of mice.,963,2021-07-23T04:41:34Z,http://dummyimage.com/1807x1653.png/dddddd/000000,186.207.12.172,friends,draft
478,"Arnold Schwarzenegger/WhoSay.com Arnold Schwarzenegger and Sylvester Stallone have starred in movies together and gone into business together, so why not have surgery together? The aging action heroes recently found themselves at the same hospital, where they were both scheduled for shoulder surgery...",368,2021-07-01T08:50:04Z,,157.78.71.114,anyone,draft
479,Social worker tells ABC News Powell had 'sheepish look' and closed the door.,390,2020-11-16T08:00:58Z,http://dummyimage.com/1534x338.png/ff4444/ffffff,9.7.207.104,friends,deleted
480,Jesus Navarro was kicked off organ recipient list when his status became clear.,768,2021-04-04T12:24:16Z,http://dummyimage.com/866x210.png/cc0000/ffffff,220.65.173.88,friends,draft
481,The U.S. Consumer Product Safety Commission and Health Canada announced a recall of more than 1 million Tassimo Single-Cup Brewers after more than 100 reports of the brewers spraying hot liquid and burning users.,767,2021-03-07T21:16:06Z,http://dummyimage.com/1461x1791.png/dddddd/000000,223.216.182.252,anyone,deleted
482,"Jefferson Bethke, 22, has stirred debate on what it means to be Christian.",86,2020-12-17T14:05:13Z,http://dummyimage.com/788x1250.png/cc0000/ffffff,171.15.201.53,anyone,deleted
483,Man suspected of absconding with a van containing $1.5 million in a 1993 found.,217,2021-02-20T22:23:28Z,http://dummyimage.com/1320x1502.png/5fa2dd/ffffff,30.131.166.154,anyone,deleted
484,ABC News has learned that later today the White House — possibly President Obama himself — will likely announce an attempt to accommodate religious groups.,921,2021-01-16T07:56:37Z,http://dummyimage.com/549x1306.png/ff4444/ffffff,87.59.160.180,me,deleted
485,BofA allegedly declared Arthur Livingston dead in May 2009.,404,2020-12-21T10:04:15Z,http://dummyimage.com/1213x509.png/cc0000/ffffff,192.100.178.56,me,draft
486,"More people turn out for Super Bowl, state fairs than vote in primary, caucus.",631,2020-10-25T18:12:42Z,http://dummyimage.com/1134x1545.png/5fa2dd/ffffff,244.90.121.247,friends,deleted
487,"Religious-affiliated institutions will not be mandated to cover birth control for their employees, insurance companies will instead be directly responsible for providing free contraception and covering the cost.",164,2021-04-21T02:42:05Z,http://dummyimage.com/564x799.png/dddddd/000000,183.178.137.199,me,active
488,"Bus driver Lindora Richardson was driving her normal after-school route in Charlotte, N.C., Wednesday when she noticed a burning smell.",831,2020-11-21T22:57:47Z,,156.182.67.70,me,draft
489,Mark Aulger died five days after his daughter was born.,266,2020-09-09T16:33:22Z,,89.188.84.210,friends,deleted
490,"Marvin Potter, left, one of two men charged with first-degree murder in the deaths of Billy Payne Jr. and Billie Jean Hayworth.",602,2020-10-02T13:33:27Z,http://dummyimage.com/1630x1183.png/5fa2dd/ffffff,249.175.253.25,me,deleted
491,"A California woman has died and another resident is sick after coming down with Creutzfeldt-Jakob disease, a rare and fatal condition that swiftly destroys the brain.",30,2021-08-14T03:47:55Z,,218.249.108.88,friends,draft
492,"The Internet was abuzz with rumors today that North Korea’s newly installed leader, Kim Jong Un, was assassinated during a trip to Beijing, but U.S. officials are debunking the reports as not true.",36,2021-03-12T18:59:15Z,http://dummyimage.com/1365x309.png/cc0000/ffffff,95.50.19.129,friends,deleted
493,Josh Powell went from 'decent' husband to controlling nightmare.,773,2021-01-22T23:37:04Z,,253.159.67.62,me,deleted
494,More cats and dogs are being prescribed meds for compulsive behavior and anxiety,789,2021-07-15T15:13:05Z,http://dummyimage.com/393x322.png/dddddd/000000,41.143.29.47,me,deleted
495,"On Feb 13, Zumba fitness dancing returns to XBox Kinect with Zumba Fitness Rush, bringing with it the craze that launched classes, clothing lines...",393,2021-05-01T06:11:25Z,,78.23.25.137,anyone,active
496,"Fog occurs when the relative humidity reaches near 100 percent, which is achieved by either adding moisture to the air or dropping the temperature of the surrounding air.",47,2020-12-21T14:05:09Z,http://dummyimage.com/1796x1455.png/dddddd/000000,69.18.53.235,me,active
497,George Huguely estimated he had about 20 drinks the day Yeardley Love died.,46,2021-08-01T05:30:12Z,,173.162.159.7,friends,active
498,A couple pressures a vegan girl to eat meat. ABC's hidden camera series puts people in dilemmas ripped from the headlines.,932,2021-08-28T06:04:56Z,http://dummyimage.com/1164x1720.png/cc0000/ffffff,116.88.87.88,me,active
499,"Blue Ivy Carter could have appeared on any magazine cover, netting her megastar parents, Beyonce and Jay-Z, millions of dollars.",188,2021-07-20T17:12:52Z,http://dummyimage.com/1422x1748.png/dddddd/000000,87.189.209.44,me,deleted
500,A veteran Denver morning news anchor got more bite than she bargained for in her coverage of an uplifting story of a dog rescued from a frozen...,901,2021-02-04T13:53:32Z,http://dummyimage.com/1931x1959.png/cc0000/ffffff,199.56.52.160,friends,deleted
501,Charlie and Braden Powell will be laid to rest today.,955,2021-03-26T06:01:38Z,http://dummyimage.com/1754x1988.png/5fa2dd/ffffff,68.12.121.1,anyone,active
502,Watch live news stream from ABC News.,831,2021-04-10T09:54:47Z,http://dummyimage.com/797x559.png/ff4444/ffffff,169.232.239.35,friends,active
503,"Donnicia Venters, 30, alleges a company violated Title VII of the Civil Rights Act of 1964, which makes it illegal to discriminate against a woman...",250,2021-03-03T05:59:20Z,http://dummyimage.com/784x1832.png/dddddd/000000,82.65.160.15,friends,deleted
504,"Courtesy Jack In The Box You’ve heard of combining milk and cookies, bacon and eggs.",861,2021-07-12T15:17:30Z,http://dummyimage.com/679x1325.png/dddddd/000000,231.9.18.21,friends,active
505,"Less than two hours after he was declared the winner of the Conservative Political Action Conference’s straw poll today, Mitt Romney was declared the winner of Maine’s caucuses with 39 percent of the vote.",228,2021-04-10T20:34:56Z,http://dummyimage.com/791x619.png/cc0000/ffffff,177.175.45.51,friends,deleted
506,"Whitney Houston, who rose to stardom in the 1980s as bright as her clear, soaring voice, has died her publicist said. She was 48. Publicist Kristen Foster told The Associated Press that Houston had died, but said the cause and the location of her death were unknown. Houston was among the biggest sta...",51,2021-07-19T08:27:45Z,http://dummyimage.com/687x1033.png/dddddd/000000,37.78.228.191,anyone,draft
507,"“This Week” premiered in 1981 as “This Week with David Brinkley.” Under Mr. Brinkley’s stewardship, the program garnered critical acclaim and...",220,2020-10-30T15:54:45Z,http://dummyimage.com/109x1357.png/ff4444/ffffff,178.16.205.128,friends,deleted
508,Get the latest news videos and watch live news clips & coverage online at ABC News.,501,2020-09-25T18:43:14Z,http://dummyimage.com/460x614.png/ff4444/ffffff,86.112.28.5,me,draft
509,"When the Gibsons of Weyburn, Saskatchewan, in Canada, returned home from a family vacation in Arizona, they found a $10,600 bill from their...",81,2020-09-19T08:22:33Z,http://dummyimage.com/1119x1340.png/ff4444/ffffff,241.17.177.196,friends,active
510,"The creator of a bedding line designed to look like cardboard boxes, or, more precisely, the bedding of a homeless person sleeping on the street,...",248,2021-01-07T22:14:03Z,http://dummyimage.com/916x1969.png/ff4444/ffffff,36.213.105.207,friends,draft
511,Watch the video 'Whitney Houston's Greatest Hits' on Yahoo!.,139,2021-01-14T08:41:27Z,,221.113.226.224,anyone,active
512,"Still riding high off of his three-win streak in Minnesota, Missouri and Colorado last week, Rick Santorum blasted Republican rival Mitt Romney on Sunday, saying the GOP frontrunner was getting “desperate” by trying to paint Santorum as anything less than a true conservative. “For him to suggest tha...",978,2021-05-30T02:41:08Z,http://dummyimage.com/993x631.png/ff4444/ffffff,160.86.226.65,friends,active
513,Houston's cause of death has not yet been determined.,979,2021-06-08T12:11:23Z,http://dummyimage.com/1014x1235.png/ff4444/ffffff,27.107.32.120,anyone,active
514,"ABC News’ Andrea Canning and Taylor Behrendt report: Alana Thompson is a first-grader from rural McIntyre, Georgia, who is making waves on the...",971,2021-06-05T23:04:33Z,http://dummyimage.com/445x581.png/5fa2dd/ffffff,52.31.203.67,anyone,draft
515,Bobbi Kristina taken out on a stretcher from same hotel where mother found dead.,323,2021-02-20T19:38:20Z,http://dummyimage.com/612x1147.png/cc0000/ffffff,14.207.111.77,me,draft
516,"(Jens Kuhfs/Getty Images) ‘A Self-Organizing Quirkiness’ May Exist in Nature Itself … From Ants to Atoms to Distant Galaxies. Nature’s Edge Notebook #17 Observation, Analysis, Reflection, New Questions Is the universe designed to make you giggle, or at least to smile? Is fun and play built in...",768,2020-12-11T22:18:11Z,http://dummyimage.com/593x1287.png/cc0000/ffffff,247.104.182.230,friends,deleted
517,A retired general this week assailed the commander of the Navy SEAL raid that killed Osama bin Laden for drawing too much media attention to...,524,2021-04-08T05:47:40Z,http://dummyimage.com/800x1598.png/cc0000/ffffff,167.159.97.163,me,active
518,"Fifty years after she says she lost her virginity to the president, Mimi Alford is coming forward to detail her 18-month affair with John F. Kennedy.",796,2021-03-10T14:34:32Z,http://dummyimage.com/1846x1558.png/cc0000/ffffff,189.100.194.46,me,draft
519,"From host LL Cool J to Jennifer Hudson, stars paid tribute to fallen singer.",83,2020-10-21T07:43:12Z,http://dummyimage.com/447x813.png/ff4444/ffffff,188.248.182.127,anyone,active
520,"Family was told singer died from mixing Xanax, other drugs with alcohol.",157,2021-02-22T08:18:06Z,http://dummyimage.com/1752x572.png/ff4444/ffffff,96.38.147.13,friends,active
521,"Greek protesters set fire to Athens, demonstrating against austerity measures",303,2021-04-24T13:16:17Z,http://dummyimage.com/1109x1926.png/5fa2dd/ffffff,72.238.212.107,anyone,active
522,"After 23 years of fans demanding for Mattel to produce the neon pink hoverboard featured in 1989′s Back to the Future Part II, a screen-accurate replica of the prop is finally on its way by the end of the year.",951,2021-08-23T16:14:14Z,http://dummyimage.com/1312x493.png/cc0000/ffffff,78.123.142.244,anyone,draft
523,"Motorcycle bomb used in India, Israel blames Iran.",226,2020-10-20T09:03:21Z,http://dummyimage.com/328x924.png/ff4444/ffffff,236.29.155.17,friends,draft
524,Analyst says Apple may want smaller tablet to compete with Amazon Fire.,107,2020-12-06T10:58:41Z,http://dummyimage.com/352x191.png/5fa2dd/ffffff,247.189.167.187,me,draft
525,"General Electric, the nation’s largest conglomerate, announced today it will hire 5,000 U.S. military veterans",202,2021-01-07T02:58:25Z,http://dummyimage.com/1005x1947.png/5fa2dd/ffffff,54.141.102.188,friends,deleted
526,Gov. Gregoire signs into law bill making Washington state the 7th in nation to allow gay marriage,630,2021-06-11T04:44:19Z,http://dummyimage.com/1762x647.png/5fa2dd/ffffff,20.129.118.67,anyone,draft
527,"Everything in the known universe, created by 14-year-old twins.",850,2021-03-04T19:15:13Z,http://dummyimage.com/279x1891.png/cc0000/ffffff,223.34.170.66,me,draft
528,"She tweeted, 'Ghenghis khan did it! Best of Breed at Westminster!!!!Big Deal.'",752,2020-10-17T15:34:40Z,http://dummyimage.com/1266x932.png/ff4444/ffffff,121.112.206.69,me,active
529,"Outside the Westminster dog show in NY, the group “Dogs Against Romney” will protest “to ensure pet lovers are aware that Mitt Romney is mean to dogs.” While it may seem silly to some, Democrats intend to make sure every voter knows the story of how Romney transported his dog on a family vacation.",394,2021-03-09T12:35:24Z,http://dummyimage.com/715x1183.png/dddddd/000000,49.101.215.163,friends,deleted
530,Gas to hit a level not seen since 2008.,74,2021-02-14T12:25:20Z,http://dummyimage.com/650x435.png/dddddd/000000,182.60.102.65,anyone,draft
531,Houston may be laid to rest at a memorial on Friday at the Prudential Center.,380,2021-06-04T15:54:11Z,http://dummyimage.com/1622x927.png/cc0000/ffffff,93.203.82.245,me,deleted
532,Mitt Romney and his allies are circling the wagons.,280,2021-04-16T17:22:05Z,,5.163.0.183,friends,active
533,"Mitt Romney renewed his criticism of President Obama’s auto bailout in an op-ed today, defending his often-criticized stance that “managed bankruptcy” would have been a better way to resc…",975,2021-03-31T13:54:23Z,http://dummyimage.com/215x340.png/5fa2dd/ffffff,225.193.113.95,anyone,active
534,"An irate, gun-slinging father has become an Internet sensation after he avenged his daughter’s bratty Facebook post with his own eight-minute rant that ended with his shooti…",582,2020-11-18T23:37:27Z,http://dummyimage.com/110x1295.png/ff4444/ffffff,192.214.162.171,me,draft
535,"Iran promised suspects in ambassador assassination plot $150K, claim Israelis.",631,2021-03-03T15:45:54Z,http://dummyimage.com/1992x1231.png/5fa2dd/ffffff,41.25.90.242,anyone,active
536,Beware of lipstick-stained lips before puckering up this Valentine’s Day.,942,2021-01-18T11:19:14Z,,137.165.103.155,friends,draft
537,Senate Democrats said today they prefer letting the conference committee keep working to strike a single complete deal covering the payroll tax extension and the other two policies that are set to expire at the end of the month — unemployment insurance and the so-called Med…,132,2021-03-02T09:27:14Z,http://dummyimage.com/334x320.png/dddddd/000000,237.95.0.201,anyone,deleted
538,Singer was found in hotel bathtub with presciption drugs nearby.,919,2020-12-19T04:08:51Z,http://dummyimage.com/1800x873.png/ff4444/ffffff,178.207.41.255,anyone,active
539,"The Westminster Dog Show is an orgy of canine entitlement. It is where purebreds are spritzed, shampooed, trimmed and blown dry, where they’re hand-fed steak, dressed in diapers and bowties and followed around with saliva zambonis, but Maverick is an exception.",364,2021-03-25T16:24:10Z,http://dummyimage.com/1815x1726.png/ff4444/ffffff,101.8.241.233,anyone,active
540,"The 136th annual Westminster Kennel Club Dog Show had a surprise winner this year when a Pekingnese took the coveted Best in Show prize in New York. Malachy, the four-year-old winner at this year’s Westminster show, made it to the final round at the 2011 show but ultimately lost to Hickory, the Scot...",321,2021-03-19T12:02:50Z,http://dummyimage.com/1747x940.png/dddddd/000000,169.65.112.149,friends,draft
541,Doctors set the record straight on some misconceptions about arthritis.,789,2021-01-28T10:28:48Z,http://dummyimage.com/1085x336.png/dddddd/000000,183.18.176.115,friends,draft
542,"Melinda Muniz, married in hospital bed, gets random gift from photographer.",877,2021-02-11T05:17:24Z,http://dummyimage.com/151x1026.png/ff4444/ffffff,53.121.113.8,anyone,deleted
543,"Cop on tape: 'Yeah, I'm going to make stuff up.'",15,2021-05-14T22:29:08Z,http://dummyimage.com/642x1223.png/5fa2dd/ffffff,172.155.80.180,anyone,draft
544,Prison population was over capacity.,498,2020-09-19T03:06:42Z,http://dummyimage.com/268x662.png/dddddd/000000,154.83.153.86,me,draft
545,"Father and stepmother charged with torturing, starving 70-pound teenager.",141,2020-09-17T03:11:31Z,http://dummyimage.com/1505x1560.png/dddddd/000000,154.233.58.162,me,active
546,A faulty battery may be to blame for the e-cigarette that blew up.,306,2021-05-25T10:49:48Z,http://dummyimage.com/934x1375.png/5fa2dd/ffffff,179.63.156.52,me,deleted
547,Manner of death listed as 'pending investigation.',221,2021-08-12T12:37:18Z,http://dummyimage.com/1880x351.png/cc0000/ffffff,92.162.74.88,friends,draft
548,The FCC is closing the loophole that made 'robocalls' possible.,274,2020-12-05T04:11:48Z,http://dummyimage.com/815x1804.png/ff4444/ffffff,137.103.98.195,friends,deleted
549,"With Rick Santorum’s surge has come renewed scrutiny of his record, particularly on some social issues such as contraception.",501,2020-09-04T23:32:36Z,http://dummyimage.com/526x1468.png/cc0000/ffffff,149.58.53.57,me,deleted
550,Apple and app developers have not been transparent about storing your data.,910,2021-04-15T02:38:45Z,http://dummyimage.com/1522x1274.png/dddddd/000000,227.174.239.199,friends,active
551,Nike will soon roll out a new promotional campaign built around Lin.,751,2021-03-15T18:43:16Z,http://dummyimage.com/826x898.png/cc0000/ffffff,212.97.157.203,friends,active
552,Cancer patients are furious that a counterfeit version of the drug Avastin has landed in U.S. clinics.,916,2021-03-22T20:11:20Z,http://dummyimage.com/1330x1122.png/dddddd/000000,14.109.175.12,me,deleted
553,Some organic products could contain a hidden health hazard.,565,2020-09-25T00:11:56Z,http://dummyimage.com/1091x1059.png/ff4444/ffffff,183.220.28.89,anyone,draft
554,Social media sites help adopting couples reach a much larger audience.,105,2021-05-27T20:30:19Z,http://dummyimage.com/1027x1836.png/dddddd/000000,50.33.162.48,anyone,draft
555,"“This is a huge, crucial moment. I think it’s actually the most important moment for Romney in this entire campaign up until now. The moment is – can he stop Rick Santorum like he stopped everybody else?” Dowd said.",954,2021-01-02T17:29:58Z,http://dummyimage.com/1990x1911.png/ff4444/ffffff,30.123.237.149,friends,draft
556,Turkey farm raided after undercover video showed alleged abuse.,132,2020-11-14T12:17:33Z,http://dummyimage.com/640x917.png/cc0000/ffffff,198.137.106.170,friends,deleted
557,"Kevin Costner, the leading man who costarred with Whitney Houston in her greatest movie hit, “The Bodyguard,” is planning to speak at her funeral this weekend, a family source told People magazine.",424,2020-10-09T23:34:07Z,http://dummyimage.com/244x1159.png/ff4444/ffffff,199.92.239.139,anyone,active
558,"Comedy Central has mysteriously suspended production on the ” The Colbert Report,” the biting political satire hosted by comedian Stephen Colbert. Ticketholders to Wednesday night’s show, many of whom were already at the New York City studio, received a last-minute email cancelling the taping “due t...",324,2021-06-22T08:55:22Z,,133.94.0.101,anyone,deleted
559,Underwear bomber gets multiple life sentences.,832,2021-05-20T09:24:52Z,http://dummyimage.com/633x662.png/5fa2dd/ffffff,69.53.218.175,friends,draft
560,"Two quarters in a claw machine may be enough for some lucky people to win a prize, but when it came to rescuing a 2-year-old girl who was trapped inside, firefighters took no chances and used a saw to cut into the lock of the arcade game.",814,2021-07-11T18:59:23Z,http://dummyimage.com/883x1283.png/cc0000/ffffff,69.8.157.216,me,deleted
561,"FDA The FDA issued a warning today that the Arm & Hammer Spinbrush electric toothbrush may present a choking hazard, especially to children.",885,2021-06-06T23:35:50Z,http://dummyimage.com/506x392.png/dddddd/000000,35.204.195.122,friends,draft
562,Eppley Airfield police intercepted the pilot before he boarded the flight.,99,2020-09-06T15:13:19Z,http://dummyimage.com/1404x100.png/5fa2dd/ffffff,191.136.205.194,me,active
563,Interracial couples make up a record one in 12 marriages in the U.S.,302,2020-10-08T21:19:55Z,http://dummyimage.com/187x972.png/cc0000/ffffff,199.87.136.200,friends,draft
564,"U.S. Immigration and Customs Enforcement agent is dead after a workplace dispute erupted into gunfire at the agency’s offices in a California federal building, officials said.",742,2021-02-14T15:15:11Z,http://dummyimage.com/155x809.png/cc0000/ffffff,0.230.24.79,anyone,deleted
565,Everything you need to know about US politics today.,576,2021-05-17T04:33:21Z,http://dummyimage.com/1541x1910.png/ff4444/ffffff,155.144.54.156,friends,draft
566,"TOKYO — Americans may be battling the bulge, but the Japanese are struggling to expand their waistlines.",862,2020-10-19T19:22:50Z,http://dummyimage.com/1879x551.png/ff4444/ffffff,135.77.20.157,friends,draft
567,"On March 3, United Airlines and its subsidiaries will change the way they transport pets.",12,2021-04-20T10:35:07Z,http://dummyimage.com/872x1374.png/ff4444/ffffff,111.33.217.155,friends,draft
568,"Bruce Springsteen threw his support behind Barack Obama in the 2008 election, but when it comes to 2012...",475,2021-06-13T01:09:58Z,http://dummyimage.com/877x1554.png/ff4444/ffffff,236.66.241.242,friends,active
569,A police chief were fired after a video captured them cheering as cinnamon was poured into the mouth of a mentally disabled teenager.,309,2020-11-25T19:58:48Z,http://dummyimage.com/527x468.png/ff4444/ffffff,74.126.236.215,me,deleted
570,"General Motors has predicted the technology will be standard by 2020, which means it will probably be awhile before lots of cars with green license plates are seen zooming around the Silver State.",936,2020-11-14T05:41:26Z,http://dummyimage.com/1477x1860.png/cc0000/ffffff,188.22.136.126,me,deleted
571,"FBI, MI5 investigated Chaplin's name, birthplace, Communist ties.",28,2021-03-18T07:02:38Z,http://dummyimage.com/125x1817.png/cc0000/ffffff,180.235.252.98,anyone,deleted
572,Police follow a trail of candy wrappers right to the suspect's door.,878,2020-10-01T23:14:29Z,http://dummyimage.com/978x1995.png/5fa2dd/ffffff,212.174.231.46,me,active
573,A Florida man who walked into a Bank of America branch to deposit an $100 check walked away three years later with an order for the bank to pay him $3.3 million after a case of mistaken identity.,367,2021-05-12T01:03:52Z,http://dummyimage.com/802x323.png/dddddd/000000,19.186.134.124,friends,draft
574,A Washington state development endures a neighborly nightmare.,998,2021-03-04T03:25:47Z,http://dummyimage.com/1965x1273.png/dddddd/000000,4.105.66.115,friends,draft
575,"N.J.'s Clarence and Grayce Dwyer, survived death of fathers, hardships of life.",431,2021-03-20T05:16:10Z,http://dummyimage.com/126x815.png/cc0000/ffffff,12.179.167.212,anyone,draft
576,A Capitol Hill hearing that was supposed to be about a mandate that health insurers cover contraception in the U.S. began as an argument about...,231,2020-12-30T09:16:50Z,http://dummyimage.com/1267x309.png/ff4444/ffffff,134.149.193.63,anyone,active
577,Kevin Costner will reportedly speak at her service day after family gathers.,926,2020-10-17T22:29:39Z,http://dummyimage.com/345x495.png/ff4444/ffffff,26.119.251.191,friends,active
578,"11:33 a.m. ET: There’s a “frozen zone” surrounding the New Hope Baptist Church, barring public access to the area for several blocks. Newark mayor Cory Booker put it in place to give the family privacy.",603,2020-09-28T16:02:47Z,http://dummyimage.com/288x540.png/cc0000/ffffff,36.168.191.198,me,deleted
579,"ABC News Live Stream Coverage From Newark, N.J.",946,2021-04-22T01:27:08Z,http://dummyimage.com/648x733.png/5fa2dd/ffffff,190.127.66.248,anyone,deleted
580,"Crawford announced to “The Daily” that her daughter won’t be appearing in any more campaigns for the next seven years: “At this point, she’s too...",264,2020-12-29T16:38:41Z,http://dummyimage.com/593x177.png/5fa2dd/ffffff,141.160.244.172,anyone,active
